作品名称,简介
《金色笔记》,《金色笔记》是当代英国作家多丽丝·莱辛创作的长篇小说，首次出版于2014年。
《达洛维夫人》,《达洛维夫人》是由弗吉尼亚·伍尔芙在1925年发表的一部长篇意识流小说。主人公的性格特征可能来源于作者的一位朋友奥托琳·莫瑞尔女士。 小说描述了主人公克拉丽莎。 达洛维在一战后英国一天的生活细节。该小说作为伍尔芙的代表作之一，被时代杂志评为1923-2005百部最佳英文小说之一。
《到灯塔去》,《到灯塔去》是英国女作家弗吉尼亚·伍尔芙于1927年创作的长篇小说，是倾注心血的准自传体意识流小说。小说以到灯塔去为贯穿全书的中心线索，写了拉姆齐一家人和几位客人在第一次世界大战前后的一段生活经历。
《哲学通信》,《哲学通信》是法国伏尔泰创作的哲学著作，1733年首次出版。
《路易十四时代》,《路易十四时代》是伏尔泰编著的一本书籍，该书描绘了人类的才智和风俗，引人热爱道德、学术和祖国，启迪人类反思自我，告诉我们伟大的时代需要伟大的民族精神。内容包括大战前夜的欧洲、三十年战争中的法国、遗产继承战争、国王的遗嘱、西班牙王位继承战、礼仪之争与取缔基督教等。
《老实人》,短篇小说《老实人》是伏尔泰哲理性讽刺小说的代表作，是其在66岁高龄的力作。作者结合观望性第三人称的叙述手法，将读者的视角和思绪带入老实人的各种经历中，在观其经历的过程中，感悟小说的主题所在。巧用隐喻象征的手法，让该消亡的一切最终消亡，同时，展示了启蒙运动思想家们理想的国度。
《道林·格雷的画像》,《道林·格雷的画像》是英国戏剧家、小说家奥斯卡·王尔德创作的长篇小说，也是其唯一的一部长篇小说作品，该作于1890年7月美国《利平考特》杂志上开始连载，并于次年出版单行本。
《大地》,《大地》是美国女作家赛珍珠创作的一部长篇小说。在《大地》里，作者以同情的笔触和白描的手法，塑造了一系列勤劳朴实的中国农民的形象，生动地描绘了他们的家庭生活，以饱蘸同情心的笔写出了“农民灵魂的几个侧面”。在小说出版的20世纪上半叶，这一作品，跨越了东西文化间的鸿沟，有力改变了不少西方读者眼中中国那种“历史悠久而又软弱落后的神秘国度”印象。
《磨坊血案》,《磨坊血案》，1917年诺贝尔文学奖获奖作品。作者是丹麦作家卡尔·耶勒鲁普，他的主要作品有诗集《我的爱情之卷》；小说《明娜》、 《磨房血案》、《已为生命而热》等。《磨房血案》通过一个小地方家庭生活的波澜，揭示人性中意识与潜意识。生命现象与道德价值的冲突，在一桩血案的故事中寄托了超现实的复杂意味。作品获奖理由：“因为他多样而丰富的诗作——它们蕴含了高超的理想”。
《圣女贞德》,《圣女贞德》是英国现实主义戏剧作家萧伯纳描写法国青年女爱国者贞德在英法百年战争中领导农民反抗英军被俘牺牲的一部悲剧，共分为六场历史剧，并附有尾声。前三幕写贞德获得统治者授权，抵抗英军的经历，第四幕写英法勾结，欲陷害贞德，第四幕写贞德为查理七世加冕后，欲一鼓作气，将英国侵略者赶出法国，而国王和大臣们则安于一时的和平，反对贞德的想法。第六幕写贞德被捕，受审，牺牲。最后的尾声写贞德被平反、封圣，所有罪人都受到审判。
《我的名字叫红》,《我的名字叫红》是土耳其作家奥尔罕·帕穆克创作的长篇小说，首次出版于1998年。
《雪》,《雪》是土耳其作家奥尔罕·帕慕克创作的长篇小说，同时是第一部也是唯一一部政治小说。该小说首次出版于2002年。
《伊斯坦布尔》,《伊斯坦布尔：一座城市的记忆》是土耳其作家奥尔罕·帕慕克创作的自传体小说，首次出版于2005年。
《追忆逝水年华》,《追忆似水年华》是20世纪法国小说家马塞尔·普鲁斯特创作的长篇小说，先后出版于1913—1927年间。
《快乐影子之舞》,《快乐影子之舞》是加拿大作家艾丽丝·门罗的成名作和处女作，历时15年写成，一举赢得加拿大最高文学奖项总督奖。作者将注意力投向平常人的欲望及遗憾，爱的欢愉与痛苦，以及逼仄生活中的绝望和负疚，让我们惊觉人心里共同的野心、恐惧和悲哀。15个短篇故事里，门罗以非凡的视角观照平凡的生活，显示出足以成为经典作家的特质。
《逃离》,《逃离》是加拿大女作家艾丽丝·门罗创作的短篇小说集，于2009年荣获布克国际奖。《逃离》全书共收录八篇作品，集中体现了爱丽丝·门罗的文学造诣。
《升降机》,《品特戏剧：送菜升降机》是2010年凤凰出版传媒集团、译林出版社出版的图书，作者是哈罗德·品特。
《归于尘土》,《归于尘土》是英国剧作家哈罗德·品特创作的戏剧作品，是其创作的唯一一部反战题材的戏剧作品。该剧于1996年9月19日在伦敦皇家宫廷剧院首演，演出八周。此剧情节简单，人物只有一对四十多岁的男女：德夫林与瑞贝卡，没有什么行动，场面几乎只有对话。
《耻》,《耻》南非作家库切创作的长篇小说。
《迈克尔K的生活和时代》,《迈克尔·K的生活和时代》是库切的长篇小说，从中透射出他对存在社会历史中的人的心灵表现出更大的兴趣，并总是企图通过人的心灵折射出社会历史的轨迹，为我们打造的是一把通往心灵深处的钥匙，库切惯以细致的描写和冷峻的笔调，表达自己对生命、人与外界环境的冲突等复杂而深邃的思考。
《无人伴随我》,《无人伴随我》是南非女作家纳丁·戈迪默于1994年发表的一部长篇小说。从故事层面看，小说的情节并不复杂，它主要围绕女主人翁维拉·斯塔克展开，描述了白人斯塔克一家以及他们的黑人朋友迪迪穆斯·马库马一家在南非从种族隔离制度到白人统治即将灭亡的这一历史过渡时期的命运，充分展示了人物在他们所生活的那个时代和社会中的复杂性和多样性。
《何去何从》,何去何从，读作：hé qù hé cóng。多指在重大问题上选择什么方向。出自屈原《卜居》：“此孰吉孰凶？何去何从
《我的米海尔》,《奥兹作品:我的米海尔》是奥兹迄今为止最富盛名、最受赞誉的作品，也是以色列最畅销的当代文学作品，被贝塔斯曼书友会评选为二十世纪的一百部杰作之一，奠定了奥兹的国际文坛地位。译者钟志清老师作了多处修订，新版译文更臻完美。
《乡村生活图景》,《乡村生活图景》一书是以色列作家阿摩司·奥兹创作的短篇小说集，首次出版于2009年。
《荒原》,《荒原》是英国诗人托马斯·艾略特创作的长诗。
《四个四重奏》,《四个四重奏》是1985年漓江出版社出版的图书，作者是托马斯·斯特恩斯·艾略特。该作是艾略特晚期诗歌中的代表作，风格与早期诗迥异，反映了他成熟了的哲学思想和世界观。诗人借用他的祖先和他自己生活中值得纪念的四个地点为诗题。《燃毁的诺顿》指一座英国乡间住宅的玫瑰园遗址；《东库克》是艾略特祚在英国居住的村庄和村边小路；《干赛尔维其斯》指美国马萨诸塞州海边的一处礁石；《小吉丁》指17世纪英国内战时期国教徒聚居点的一小教堂。托马斯·斯特恩斯·艾略特，1948获诺贝尔文学奖获得者。
《尤利西斯》,《尤利西斯》是爱尔兰作家詹姆斯·乔伊斯创作的长篇小说，首次出版于1922年。
《芬尼根的守灵夜》,《芬尼根的守灵夜》是爱尔兰作家詹姆斯·乔伊斯创作的作品。该小说是爱尔兰作家乔伊斯最后一部长篇小说，书名来自民歌《芬尼根的守尸礼》。一位搬运砖瓦的工人芬尼根从梯子上跌落，大家都以为他死了，守灵时洒在他身上的威士忌酒香却刺激他苏醒过来。人们把他按倒，叫他安息吧。故事以壹耳微蚵断断续续的梦境开始，乔伊斯企图通过他的梦来概括人类全部历史，同时，乔伊斯将他的意识流技巧和梦境式的风格发挥到了极致。该小说彻底背离了传统的小说情节和人物构造的方式，语言也具有明显的含混和暧昧的风格。乔伊斯在书中编造了大量的词语，潜藏了许多历史和文化的背景以及哲学的意蕴，甚至大量运用双关语。《芬尼根的守灵夜》讲述的是夜晚和梦幻的逻辑。
《再见，哥伦布》,《再见，哥伦布》是菲利普·罗斯创作的中篇小说，新泽西州纽瓦克青年尼尔·克鲁格曼是一位图书馆管理员，他与舅舅舅妈生活在一起。他与回家度暑假的犹太富翁之女、大学生布兰达·帕丁金在游泳池偶然相识并一见钟情。于是他便打电话约布兰达出来。他们在网球场见面，经过了解，布兰达也开始喜欢上这个风趣的小伙子。第二天，他们一同去游泳，并结识了布兰达的哥哥罗纳德。游完泳，布兰达邀请尼尔去她家吃饭，这样尼尔便认识了帕丁金一家，之后尼尔还在帕丁金家度假一周。在帕丁金家，尼尔不顾犹太传统规范和摩西十戒，整日与布兰达寻欢作乐。
《美国牧歌》,《美国牧歌》是美国作家菲利普·罗斯创作的长篇小说，该小说是罗斯“美国三部曲”的第一部。《美国牧歌》叙述了从美国大萧条经济危机到20世纪末一个体面的犹太企业家美国梦破灭的遭遇。西摩·斯维德是人人仰慕的棒球明星，循规蹈矩的他在毕业后拒绝球探挖掘，选择念完大学并承继家业，娶了新泽西小姐为妻，成为一个成功的手套工厂老板。他爱他进入的美国新大陆，到了1968年，他所钟爱的年仅16岁的女儿梅丽，却在这动荡的反越战时代，成了激进的炸弹客，最终毁了他一家。
