本名,外文名,别名,字号,所处时代,国籍,毕业院校,民族,出生时间,逝世时间,职业,官职,出生地,代表作品,人物关系,简介
菲利普·罗斯,Philip，Roth,,,,美国,宾夕法尼亚州巴克内尔大学,犹太,1933年3月19日,2018年5月22日,作家,,新泽西州纽瓦克市,《再见，哥伦布》，《美国牧歌》,,菲利普·罗斯，美国作家。出生于美国新泽西州纽瓦克市，1954年毕业于宾夕法尼亚州巴克内尔大学。罗斯1955年获芝加哥大学文学硕士学位后留校教英语，同时攻读博士学位，但在1957年放弃学位学习，专事写作，以小说《再见吧，哥伦布》成名。罗斯曾多次提名诺贝尔文学奖。并获得国家图书奖、福克纳小说奖、普利策文学奖等重要奖项。当地时间2018年5月22日，菲利普·罗斯去世，享年85岁。
丹·布朗,Dan，Brown,,,,美国,菲利普·埃克塞特学院,,1964年,,作家,,,《达·芬奇密码》，《天使与魔鬼》,,丹·布朗，美国作家。代表作有小说《达·芬奇密码》、《天使与魔鬼》等。1964年，丹·布朗出生于美国新罕布夏州，1996年，出于对密码破译和秘密情报机构的兴趣，丹·布朗创作了他的第一部小说《数字堡垒》，随后创作出版了《圈套》、《天使与魔鬼》、《达·芬奇密码》。
索尔·贝娄,Saul，Bellow,,,,美国,西北大学,,1915年7月10日,2005年4月5日,作家,,加拿大魁北克省蒙特利尔市,《奥吉·马奇历险记》，《洪堡的礼物》，《拉维尔斯坦》,,索尔·贝娄，美国作家，被称为美国当代文学发言人。1915年出生在加拿大蒙特利尔市郊的拉辛镇，父母是来自俄国圣彼得堡的犹太移民。1924年，全家迁往美国芝加哥定居。1933年考入芝加哥大学，两年后转学到西北大学，1937年在该校毕业，获社会学和人类学学士学位。除担任过一段时间的编辑、记者及在商船上短期服役外，贝娄大部分时间都在大学里执教。他曾担任过芝加哥大学“社会思想委员会”主席，并获得哈佛大学、耶鲁大学、西北大学的荣誉博士学位，索尔·贝娄自1936年在美国左翼刊物《灯塔》上发表第一篇反法西斯短篇小说《那真不行》起，他一生共创作出版了11部长篇小说、3部中篇小说、4部短篇小说集和一部戏剧。另外他还出版了游记、随笔、演说集等3部非虚构性作品。1952年，获美国国家文学艺术院奖。1954年，贝娄以《奥吉·马奇历险记》小说获得美国国家图书奖。1966年，贝娄的作品《只争朝夕》拍成电影。1971年，长篇小说《赛姆勒先生的行星》获美国国家图书奖。1976年，贝娄获“普利策小说奖”，同年获得诺贝尔文学奖，颁奖词指出：索尔·贝娄“把丰富多彩的流浪汉小说与对当代文化的精妙分析结合在一起。”1977年，贝娄获美国文学艺术院金质奖章。他曾获得法国颁发的文艺骑士十字勒章，意大利马拉帕特奖，里根总统颁发的自由奖章等。1990年美国全国图书基金会还向贝类颁发了终身成就奖。2005年4月5日在美国马萨诸塞州去世，享年89岁。
埃德加·爱伦·坡,Edgar，Allan，Poe,,,,美国,弗吉尼亚大学，西点军校肄业,,1809年1月19日,1849年10月7日,诗人，小说家和文学评论家,,波士顿,《黑猫》，《厄舍府的倒塌》，《乌鸦》，《安娜贝尔·丽》,,埃德加·爱伦·坡，19世纪美国诗人、小说家和文学评论家，美国浪漫主义思潮时期的重要成员。埃德加·爱伦·坡1809年1月19日生于马萨诸塞州的波士顿，他年幼时父母双亡，随即被弗吉尼亚州里士满的约翰和弗朗西丝斯·爱伦夫妇收养，在弗吉尼亚大学就读了短暂的一段时间后辍学，之后从军，爱伦·坡离开了爱伦夫妇。爱伦坡低调地开始了他的写作生涯，匿名出版了诗集《帖木尔和其它的诗》。1835年他在巴尔的摩和13岁的表妹弗吉尼亚·克莱姆结婚。1838年《阿瑟·戈登·皮姆的故事》出版并被受到了广泛的关注。1839年夏天，爱伦·坡成为《伯顿绅士杂志》的助理编辑。这期间他发表了的随笔、小说，和评论，加强了他在《南方文学信使》工作时期开始确立的敏锐批评家的声誉，同期，《怪异故事集》上下卷在1839年出版。1845年1月，爱伦·坡发表诗歌“乌鸦”，一时声誉鹊起。1849年10月7日逝于巴尔的摩。
拉克斯内斯,Halldó，Kiljan，Laxness,哈多尔·基里扬·拉克斯内斯,,,冰岛,,,1902年4月23日,1998年2月8日,作家，历史小说家，剧作家,,雷克雅未克,《冰岛的警钟》，《浅发汝郎》，《哥本哈根大火记》,,哈多尔·基里扬·拉克斯内斯(Halldó Kiljan Laxness 1902年4月23日—1998年2月8日）冰岛小说家、剧作家。原名哈多尔·古兹永松，生于雷克雅未克他父亲所开办的拉克斯内斯农场，童年即在这里度过，后以此为笔名。
埃兹拉·庞德,Ezra，Pound,,,,美国,宾夕法尼亚大学,,1885年10月30日,1972年11月1日,诗人，文学评论家,,美国爱达荷州,《在地铁站内》,,埃兹拉·庞德，美国诗人和文学评论家，意象派诗歌运动的重要代表人物，美国艺术文学院成员。他和艾略特同为后期象征主义诗歌的领军人物。他从中国古典诗歌、日本俳句中生发出“诗歌意象”的理论，为东西方诗歌的互相借鉴做出了卓越贡献。
约翰·罗纳德·瑞尔·托尔金,John，Ronald，Reuel，Tolkien,,,,英国,牛津大学,,1892年1月3日,1973年9月2日,作家，诗人，语言学家，大学教授,,南非布隆方丹,《霍比特人》，《魔戒》,好友：克莱夫·斯特普尔斯·刘易斯,约翰·罗纳德·瑞尔·托尔金，英国作家、诗人、语言学家及大学教授，以创作经典严肃奇幻作品《霍比特人》、《魔戒》与《精灵宝钻》而闻名于世。托尔金曾于1925年至1945年间，在牛津大学彭布罗克学院担任盎格鲁-撒克逊语的劳林森与博斯沃思教授，并于1945年至1959年间转至牛津大学默顿学院任英国语言与文学的默顿教授。1951至1955年间，托尔金用“传说故事集”一词来称呼大部分作品。尽管在他之前有很多其他作者的奇幻作品问世，但《霍比特人》和《魔戒》的巨大成功造成了该文学类型的流行与复兴。因此托尔金被大众公认为“现代奇幻文学之父“——或更准确地说，是对于严肃奇幻。1972年，托尔金获英国女王伊丽莎白二世颁发的大英帝国司令勋章。同年，牛津大学授予他荣誉文学博士学位。托尔金于1973年9月2日在牛津逝世，与妻子合葬在牛津北郊的一个公墓里。2008年，《泰晤士报》把他列为“1945年后50位最伟大的英国作家”榜单第6位。2009年，他在《福布斯》收入最高的“已故名人”榜单中列第5位。
拉尔夫·沃尔多·爱默生,Ralph，Waldo，Emerson,,,,美国,哈佛,,1803年5月25日,1882年4月27日,思想家，文学家，诗人，演说家,,美国波士顿,《论自然》，《生命》,,拉尔夫·沃尔多·爱默生，生于波士顿。美国思想家、文学家，诗人。爱默生是确立美国文化精神的代表人物。美国前总统林肯称他为“美国的孔子”、“美国文明之父”。1836年出版处女作《论自然》。他文学上的贡献主要在散文和诗歌上。1882年4月27日在波士顿逝世。
托马斯·品钦,"Thomas，Ruggles，Pynchon,，Jr.",托马斯·鲁格斯·品钦,,,美国,康奈尔大学,美利坚人,1937年5月8日,,作家,,美国纽约长岛格伦湾,《V.》，《万有引力之虹》,,托马斯·品钦，全名托马斯·鲁格斯·品钦。美国后现代主义文学代表作家。1937年5月8日，托马斯·品钦出生于美国长岛，曾于美国海军服役两年，1957年毕业于康奈尔大学，后在波音公司担任技术作家。1960年起开始着手创作第一部长篇小说《V.》，其主要作品有《拍卖第四十九批》、《万有引力之虹》、《梅森和迪克逊》等，曾获得福克纳文学奖 、美国国家图书奖等多个奖项 。
赫塔·米勒,Herta，Müller,,,,德国,罗马尼亚蒂米什瓦拉大学,,1953年8月17日,,作家，诗人,,罗马尼亚西部小镇尼特基多夫,《低地》，《沉重的探戈》，《护照》，《心兽》，《单腿旅行》,,赫塔·米勒，德国女作家和诗人，1953年8月17日出生于罗马尼亚西部蒂米什县小镇尼特基多夫。1987年移居德国。她以写作德裔罗马尼亚人在苏俄时的遭遇著称，目前她的大多数作品已在中国大陆出版。2009年10月8日获得诺贝尔文学奖。
埃尔弗里德·耶利内克,Elfriede，Jelinek,,,,奥地利,,,1946年10月20日,,作家,,奥地利，施蒂利亚州,,,埃尔弗里德·耶利内克，奥地利女作家，是中欧公认的最重要文学家之一，曾获得不来梅文学奖、柏林戏剧奖和莱辛批评家奖等诸多奖项。 是2004年诺贝尔文学奖得主。1946年生于奥地利施蒂利亚州的米尔茨楚施拉格。她的父亲具有捷克与犹太血统，是位化学家，母亲出身于维也纳名门望族。自幼学习音乐，早年攻读音乐、戏剧和艺术史，六十年代中期以诗歌写作走上文坛后，着力从事戏剧和小说创作，经常因为作品中强烈的女权主义色彩和社会批评意识引发广泛争议。
凯尔泰斯·伊姆雷,KerteszImre,,,,匈牙利,,犹太,1929年11月9日,2016年3月31日,文学家，作家,,匈牙利布达佩斯,《无形的命运》,,凯尔泰斯·伊姆雷，匈牙利犹太作家，2002年诺贝尔文学奖获得者。1929年11月9日，凯尔泰斯·伊姆雷生于布达佩斯，1944年被纳粹投入奥斯维辛集中营，1945年获得解救。1975年，出版以他在集中营生活为背景的首部小说《命运无常》。2002年因该部作品获得诺贝尔文学奖。  2016年3月31日，凯尔泰斯·伊姆雷在布达佩斯去世，享年86岁。
维迪亚达·苏莱普拉萨德·奈保尔,Vidiadhar，Surajprasad，Naipaul,维·苏·奈保尔，V·S·奈保尔,,,特立尼达和多巴哥,牛津大学,印度,1932年8月17日,2018年8月11日,作家,,特立尼达和多巴哥,《通灵的按摩师》，《重访加勒比》，《非洲的假面具》,,维迪亚达·苏莱普拉萨德·奈保尔，简写维·苏·奈保尔或V·S·奈保尔，英国印度裔作家。1932年8月17日，维·苏·奈保尔生于中美洲的特立尼达和多巴哥的一个印度婆罗门家庭。1950年获奖学金赴英国牛津大学留学。1955年定居英国，并开始文学创作。其主要作品有《通灵的按摩师》、《重访加勒比》、《非洲的假面具》等，曾获得布克奖、毛姆奖、诺贝尔文学奖等多个奖项，与石黑一雄、拉什迪并称“英国文坛移民三雄”。2018年8月11日，维迪亚达·苏莱普拉萨德·奈保尔去世，享年85岁。
石黑一雄,Kazuo，Ishiguro,,,,英国,肯特大学，东安格利亚大学,大和民族,1954年11月8日,,小说家,,日本长崎,《群山淡景》，《浮世画家》，《长日将尽》,,石黑一雄，日裔英国小说家。1954年11月8日，石黑一雄生于日本长崎，1960年随家人移居英国，先后毕业于肯特大学和东安格利亚大学，并于1982年获得英国国籍。1983年开始发表小说，其主要作品有《群山淡景》、《浮世画家》和《长日将尽》等。曾获得1989年布克奖、2017年诺贝尔文学奖、大英帝国勋章、法国艺术及文学骑士勋章等多个奖项，与鲁西迪、奈保尔被称为“英国文坛移民三雄”。
高行健,,,,,法国,北京外国语大学,汉族,1940年1月4日,,作家，画家,,江西,《灵山》，《一个人的圣经》,,高行健，法籍华裔剧作家、小说家、翻译家、画家、导演、评论家。高行健祖籍江苏泰州，1940年生于江西赣州。1962年毕业于北京外国语大学法语专业，1987年移居法国，1997年取得法国国籍。2000年获得诺贝尔文学奖，并因此成为首位获得该奖的华人作家。直至2010年，他的作品已经被译为36种文字。代表作有小说《灵山》、《一个人的圣经》，戏剧《绝对信号》、《车站》等。
若泽·萨拉马戈,José，Saramago,,,,葡萄牙,,葡萄牙人,1922年11月16日,2010年6月18日,,,葡萄牙里巴特茹省戈莱加地区阿济尼亚加,《失明症漫记》，《复明症漫记》,,若泽·萨拉马戈，葡萄牙作家，主要作品有《修道院纪事》、《失明症漫记》、《复明症漫记》等。1922年11月16日，若泽·萨拉马戈出生在葡萄牙里巴特茹省戈莱加地区阿济尼亚加。1947年，出版处女作《罪恶的大地》。1969年，加入葡萄牙共产党。1982年，出版《修道院纪事》。曾获得1995年年度卡蒙斯文学奖和1998年度诺贝尔文学奖。2010年6月18日，若泽·萨拉马戈在西班牙外岛家中去世，享年87岁。
维斯瓦娃·辛波丝卡,Wisawa，Szymborska,维斯瓦娃·希姆博尔斯卡,,,波兰,,,1923年07月02日,2012年02月01日,诗人，随笔作家,,波兰，布宁,《巨大的数目》，《呼唤雪人》,,维斯瓦娃·辛波丝卡，波兰女作家，同时也是位杰出的翻译家，将许多优秀的法国诗歌翻译成波兰语，并于1996年荣获诺贝尔文学奖，其诗作被称为“具有不同寻常和坚韧不拔的纯洁性和力量”。有《一见钟情》，《呼唤雪人》等著作。她是第三个获得诺贝尔文学奖的女诗人，第四个获得诺贝尔文学奖的波兰作家。辛波丝卡一生创作了二十本诗集，公开发表的诗歌约400首，创作生涯从1950年代延续至2012年，是波兰最受欢迎的诗人。《巨大的数目》在1976年出版时，1万册在1周内就售罄。2012年2月因肺癌去世。
